"","data","rodada","publico","time_man","time_vis"
"507","2004-05-08","5","","São Caetano","Criciúma EC"
"508","2004-05-08","5","","Vasco da Gama","Grêmio"
"509","2004-05-08","5","","Palmeiras","Ponte Preta"
"510","2004-05-09","5","","Internacional","Fluminense"
"511","2004-05-09","5","","Atlético-MG","Corinthians"
"512","2004-05-09","5","","Botafogo","Paysandu SC"
"513","2004-05-09","5","","Goiás EC","Figueirense FC"
"514","2004-05-09","5","","EC Vitória","Flamengo"
"515","2004-05-09","5","","Coritiba FC","São Paulo"
"516","2004-05-15","6","","Paysandu SC","Vasco da Gama"
"517","2004-05-15","6","","Atlético-PR","Santos FC"
"518","2004-05-16","6","","Cruzeiro","Palmeiras"
"519","2004-05-16","6","","Flamengo","Internacional"
"520","2004-05-16","6","","Figueirense FC","São Caetano"
"521","2004-05-16","6","","Criciúma EC","Goiás EC"
"522","2004-05-16","6","","Juventude","Atlético-MG"
"523","2004-05-16","6","","Ponte Preta","Coritiba FC"
"524","2004-05-16","6","","Grêmio","Botafogo"
"525","2004-05-16","6","","São Paulo","Paraná"
"526","2004-05-16","6","","Fluminense","EC Vitória"
"527","2004-05-17","6","","Corinthians","Guarani"
"528","2004-05-22","7","","Botafogo","Figueirense FC"
"529","2004-05-22","7","","Paysandu SC","Grêmio"
"530","2004-05-22","7","","Internacional","Goiás EC"
"531","2004-05-22","7","","Coritiba FC","Atlético-MG"
"532","2004-05-23","7","","Santos FC","Palmeiras"
"533","2004-05-23","7","","Flamengo","Fluminense"
"534","2004-05-23","7","","São Caetano","Vasco da Gama"
"535","2004-05-23","7","","Paraná","Ponte Preta"
"536","2004-05-23","7","","Criciúma EC","EC Vitória"
"537","2004-05-23","7","","Juventude","Guarani"
"538","2004-05-23","7","","Corinthians","Atlético-PR"
"539","2004-05-23","7","","Cruzeiro","São Paulo"
"540","2004-05-29","8","","Fluminense","Criciúma EC"
"541","2004-05-29","8","","Ponte Preta","Juventude"
"542","2004-05-29","8","","Figueirense FC","Paysandu SC"
"543","2004-05-29","8","","Palmeiras","Coritiba FC"
"544","2004-05-29","8","","EC Vitória","Internacional"
"545","2004-05-30","8","","Atlético-MG","Santos FC"
"546","2004-05-30","8","","Vasco da Gama","Botafogo"
"547","2004-05-30","8","","São Paulo","Corinthians"
"548","2004-05-30","8","","Guarani","Paraná"
"549","2004-05-30","8","","Goiás EC","Flamengo"
"550","2004-05-30","8","","Atlético-PR","Cruzeiro"
"551","2004-05-30","8","","Grêmio","São Caetano"
"552","2004-06-12","9","","Fluminense","Guarani"
"553","2004-06-12","9","","Paraná","Botafogo"
"554","2004-06-12","9","","Internacional","Atlético-MG"
"555","2004-06-12","9","","São Paulo","Grêmio"
"556","2004-06-13","9","","Goiás EC","Corinthians"
"557","2004-06-13","9","","Palmeiras","Vasco da Gama"
"558","2004-06-13","9","","Cruzeiro","Paysandu SC"
"559","2004-06-13","9","","Coritiba FC","São Caetano"
"560","2004-06-13","9","","Criciúma EC","Juventude"
"561","2004-06-13","9","","Ponte Preta","Figueirense FC"
"562","2004-06-13","9","","Flamengo","Atlético-PR"
"563","2004-06-13","9","","EC Vitória","Santos FC"
"564","2004-06-19","10","","Grêmio","Coritiba FC"
"565","2004-06-19","10","","Atlético-PR","EC Vitória"
"566","2004-06-19","10","","Vasco da Gama","Paraná"
"567","2004-06-19","10","","Figueirense FC","Cruzeiro"
"568","2004-06-20","10","","São Caetano","Palmeiras"
"569","2004-06-20","10","","Corinthians","Flamengo"
"570","2004-06-20","10","","Botafogo","Ponte Preta"
"571","2004-06-20","10","","Paysandu SC","São Paulo"
"572","2004-06-20","10","","Guarani","Criciúma EC"
"573","2004-06-20","10","","Juventude","Goiás EC"
"574","2004-06-20","10","","Santos FC","Internacional"
"575","2004-06-20","10","","Atlético-MG","Fluminense"
"576","2004-06-26","11","","Criciúma EC","Grêmio"
"577","2004-06-26","11","","Coritiba FC","Paraná"
"578","2004-06-26","11","","Flamengo","Figueirense FC"
"579","2004-06-26","11","","Santos FC","Guarani"
"580","2004-06-27","11","","Internacional","Vasco da Gama"
"581","2004-06-27","11","","Juventude","Corinthians"
"582","2004-06-27","11","","Botafogo","Fluminense"
"583","2004-06-27","11","","Palmeiras","São Paulo"
"584","2004-06-27","11","","Paysandu SC","EC Vitória"
"585","2004-06-27","11","","Goiás EC","São Caetano"
"586","2004-06-27","11","","Ponte Preta","Cruzeiro"
"587","2004-06-27","11","","Atlético-MG","Atlético-PR"
"588","2004-07-03","12","","Internacional","Criciúma EC"
"589","2004-07-03","12","","São Paulo","Ponte Preta"
"590","2004-07-03","12","","Atlético-PR","Juventude"
"591","2004-07-03","12","","Figueirense FC","Vasco da Gama"
"592","2004-07-03","12","","EC Vitória","Goiás EC"
"593","2004-07-03","12","","Guarani","Atlético-MG"
"594","2004-07-03","12","","Fluminense","Grêmio"
"595","2004-07-04","12","","Paraná","Palmeiras"
"596","2004-07-04","12","","São Caetano","Botafogo"
"597","2004-07-04","12","","Corinthians","Santos FC"
"598","2004-07-04","12","","Flamengo","Paysandu SC"
"599","2004-07-04","12","","Cruzeiro","Coritiba FC"
"600","2004-07-07","13","","São Paulo","Atlético-MG"
"601","2004-07-07","13","","Goiás EC","Fluminense"
"602","2004-07-07","13","","Grêmio","Figueirense FC"
"603","2004-07-07","13","","Vasco da Gama","EC Vitória"
"604","2004-07-08","13","","Paraná","Atlético-PR"
"605","2004-07-08","13","","Cruzeiro","Guarani"
"606","2004-07-08","13","","Palmeiras","Juventude"
"607","2004-07-08","13","","Paysandu SC","São Caetano"
"608","2004-07-08","13","","Botafogo","Internacional"
"609","2004-07-08","13","","Criciúma EC","Flamengo"
"610","2004-07-08","13","","Ponte Preta","Santos FC"
"611","2004-07-08","13","","Coritiba FC","Corinthians"
"612","2004-07-10","14","","Ponte Preta","Guarani"
"613","2004-07-10","14","","Internacional","Grêmio"
"614","2004-07-10","14","","Santos FC","São Paulo"
"615","2004-07-10","14","","EC Vitória","Botafogo"
"616","2004-07-10","14","","Flamengo","Vasco da Gama"
"617","2004-07-10","14","","Juventude","Coritiba FC"
"618","2004-07-10","14","","Goiás EC","Paysandu SC"
"619","2004-07-10","14","","Corinthians","Paraná"
"620","2004-07-10","14","","Atlético-PR","Palmeiras"
"621","2004-07-11","14","","Figueirense FC","Criciúma EC"
"622","2004-07-11","14","","Fluminense","São Caetano"
"623","2004-07-11","14","","Atlético-MG","Cruzeiro"
"624","2004-07-14","15","","Atlético-MG","EC Vitória"
"625","2004-07-14","15","","Corinthians","Criciúma EC"
"626","2004-07-14","15","","Juventude","Fluminense"
"627","2004-07-14","15","","Grêmio","Cruzeiro"
"628","2004-07-14","15","","Guarani","Internacional"
"629","2004-07-14","15","","Figueirense FC","Paraná"
"630","2004-07-14","15","","Paysandu SC","Ponte Preta"
"631","2004-07-14","15","","Atlético-PR","Goiás EC"
"632","2004-07-14","15","","Vasco da Gama","Coritiba FC"
"633","2004-07-14","15","","São Caetano","São Paulo"
"634","2004-07-14","15","","Botafogo","Palmeiras"
"635","2004-07-14","15","","Santos FC","Flamengo"
"636","2004-07-17","16","","Cruzeiro","Botafogo"
"637","2004-07-17","16","","Internacional","Atlético-PR"
"638","2004-07-17","16","","Palmeiras","Grêmio"
"639","2004-07-17","16","","EC Vitória","Corinthians"
"640","2004-07-17","16","","Paraná","São Caetano"
"641","2004-07-17","16","","Goiás EC","Guarani"
"642","2004-07-17","16","","Flamengo","Juventude"
"643","2004-07-17","16","","Fluminense","Santos FC"
"644","2004-07-18","16","","Criciúma EC","Atlético-MG"
"645","2004-07-18","16","","Coritiba FC","Paysandu SC"
"646","2004-07-18","16","","Ponte Preta","Vasco da Gama"
"647","2004-07-18","16","","São Paulo","Figueirense FC"
"648","2004-07-21","17","","Grêmio","Paraná"
"649","2004-07-21","17","","Corinthians","Internacional"
"650","2004-07-21","17","","Juventude","EC Vitória"
"651","2004-07-21","17","","Atlético-MG","Goiás EC"
"652","2004-07-21","17","","Guarani","Flamengo"
"653","2004-07-21","17","","Figueirense FC","Coritiba FC"
"654","2004-07-21","17","","Paysandu SC","Palmeiras"
"655","2004-07-21","17","","São Caetano","Ponte Preta"
"656","2004-07-21","17","","Vasco da Gama","Cruzeiro"
"657","2004-07-21","17","","Botafogo","São Paulo"
"658","2004-07-21","17","","Atlético-PR","Fluminense"
"659","2004-07-21","17","","Santos FC","Criciúma EC"
"660","2004-07-24","18","","Fluminense","Corinthians"
"661","2004-07-24","18","","Internacional","Juventude"
"662","2004-07-24","18","","São Paulo","Vasco da Gama"
"663","2004-07-24","18","","Coritiba FC","Botafogo"
"664","2004-07-24","18","","Criciúma EC","Atlético-PR"
"665","2004-07-24","18","","EC Vitória","Guarani"
"666","2004-07-24","18","","Flamengo","Atlético-MG"
"667","2004-07-24","18","","Cruzeiro","São Caetano"
"668","2004-07-25","18","","Goiás EC","Santos FC"
"669","2004-07-25","18","","Palmeiras","Figueirense FC"
"670","2004-07-25","18","","Ponte Preta","Grêmio"
"671","2004-07-25","18","","Paraná","Paysandu SC"
"672","2004-07-29","19","","Botafogo","Flamengo"
"673","2004-07-29","19","","Corinthians","Cruzeiro"
"674","2004-07-29","19","","Atlético-PR","Ponte Preta"
"675","2004-07-29","19","","Grêmio","EC Vitória"
"676","2004-07-29","19","","Paysandu SC","Criciúma EC"
"677","2004-07-29","19","","Figueirense FC","Fluminense"
"678","2004-07-29","19","","Guarani","Palmeiras"
"679","2004-07-29","19","","Juventude","São Paulo"
"680","2004-07-30","19","","Vasco da Gama","Goiás EC"
"681","2004-07-30","19","","São Caetano","Internacional"
"682","2004-07-30","19","","Atlético-MG","Paraná"
"683","2004-07-30","19","","Santos FC","Coritiba FC"
"684","2004-07-31","20","","Fluminense","Cruzeiro"
"685","2004-07-31","20","","Atlético-PR","Grêmio"
"686","2004-08-01","20","","Flamengo","Palmeiras"
"687","2004-08-01","20","","Juventude","Vasco da Gama"
"688","2004-08-01","20","","Criciúma EC","Ponte Preta"
"689","2004-08-01","20","","Corinthians","São Caetano"
"690","2004-08-01","20","","Santos FC","Paysandu SC"
"691","2004-08-01","20","","Atlético-MG","Figueirense FC"
"692","2004-08-01","20","","Goiás EC","Paraná"
"693","2004-08-01","20","","EC Vitória","Coritiba FC"
"694","2004-08-01","20","","Internacional","São Paulo"
"695","2004-08-01","20","","Guarani","Botafogo"
"696","2004-08-05","21","","Ponte Preta","Fluminense"
"697","2004-08-05","21","","Palmeiras","Goiás EC"
"698","2004-08-05","21","","Figueirense FC","Guarani"
"699","2004-08-05","21","","São Caetano","Atlético-PR"
"700","2004-08-05","21","","Paysandu SC","Atlético-MG"
"701","2004-08-05","21","","Paraná","Criciúma EC"
"702","2004-08-05","21","","Vasco da Gama","Corinthians"
"703","2004-08-05","21","","Coritiba FC","Flamengo"
"704","2004-08-05","21","","Grêmio","Santos FC"
"705","2004-08-06","21","","Botafogo","Juventude"
"706","2004-08-06","21","","Cruzeiro","Internacional"
"707","2004-08-06","21","","São Paulo","EC Vitória"
"708","2004-08-07","22","","Fluminense","Paraná"
"709","2004-08-07","22","","Santos FC","São Caetano"
"710","2004-08-07","22","","Goiás EC","Coritiba FC"
"711","2004-08-07","22","","Atlético-MG","Grêmio"
"712","2004-08-08","22","","Flamengo","São Paulo"
"713","2004-08-08","22","","Corinthians","Botafogo"
"714","2004-08-08","22","","Internacional","Ponte Preta"
"715","2004-08-08","22","","Guarani","Paysandu SC"
"716","2004-08-08","22","","Juventude","Figueirense FC"
"717","2004-08-08","22","","EC Vitória","Cruzeiro"
"718","2004-08-08","22","","Criciúma EC","Palmeiras"
"719","2004-08-08","22","","Atlético-PR","Vasco da Gama"
"720","2004-08-12","23","","São Paulo","Goiás EC"
"721","2004-08-12","23","","Paraná","Internacional"
"722","2004-08-12","23","","Ponte Preta","EC Vitória"
"723","2004-08-12","23","","Grêmio","Guarani"
"724","2004-08-12","23","","Paysandu SC","Juventude"
"725","2004-08-12","23","","Figueirense FC","Corinthians"
"726","2004-08-12","23","","Cruzeiro","Flamengo"
"727","2004-08-12","23","","Vasco da Gama","Santos FC"
"728","2004-08-13","23","","Botafogo","Atlético-PR"
"729","2004-08-13","23","","São Caetano","Atlético-MG"
"730","2004-08-13","23","","Coritiba FC","Criciúma EC"
"731","2004-08-13","23","","Palmeiras","Fluminense"
"732","2004-08-14","24","","Internacional","Figueirense FC"
"733","2004-08-14","24","","Juventude","Cruzeiro"
"734","2004-08-14","24","","Flamengo","Grêmio"
"735","2004-08-14","24","","Corinthians","Ponte Preta"
"736","2004-08-15","24","","Criciúma EC","Vasco da Gama"
"737","2004-08-15","24","","Atlético-MG","Palmeiras"
"738","2004-08-15","24","","Fluminense","Paysandu SC"
"739","2004-08-15","24","","Goiás EC","Botafogo"
"740","2004-08-15","24","","Guarani","Coritiba FC"
"741","2004-08-15","24","","EC Vitória","São Caetano"
"742","2004-08-15","24","","Santos FC","Paraná"
"743","2004-08-15","24","","Atlético-PR","São Paulo"
"744","2004-08-19","25","","Grêmio","Juventude"
"745","2004-08-19","25","","Figueirense FC","Atlético-PR"
"746","2004-08-19","25","","São Caetano","Guarani"
"747","2004-08-19","25","","Cruzeiro","Goiás EC"
"748","2004-08-19","25","","Palmeiras","Internacional"
"749","2004-08-19","25","","Paraná","EC Vitória"
"750","2004-08-19","25","","Botafogo","Santos FC"
"751","2004-08-19","25","","Paysandu SC","Corinthians"
"752","2004-08-19","25","","Ponte Preta","Flamengo"
"753","2004-08-20","25","","Coritiba FC","Fluminense"
"754","2004-08-20","25","","Vasco da Gama","Atlético-MG"
"755","2004-08-20","25","","São Paulo","Criciúma EC"
"756","2004-08-21","26","","Flamengo","Paraná"
"757","2004-08-21","26","","Corinthians","Grêmio"
"758","2004-08-22","26","","Santos FC","Figueirense FC"
"759","2004-08-22","26","","Fluminense","São Paulo"
"760","2004-08-22","26","","Guarani","Vasco da Gama"
"761","2004-08-22","26","","Criciúma EC","Cruzeiro"
"762","2004-08-22","26","","Internacional","Coritiba FC"
"763","2004-08-22","26","","Atlético-PR","Paysandu SC"
"764","2004-08-22","26","","Goiás EC","Ponte Preta"
"765","2004-08-22","26","","Juventude","São Caetano"
"766","2004-08-22","26","","EC Vitória","Palmeiras"
"767","2004-08-22","26","","Atlético-MG","Botafogo"
"768","2004-08-28","27","","Botafogo","Criciúma EC"
"769","2004-08-28","27","","Paraná","Juventude"
"770","2004-08-28","27","","São Paulo","Guarani"
"771","2004-08-28","27","","Grêmio","Goiás EC"
"772","2004-08-28","27","","Paysandu SC","Internacional"
"773","2004-08-29","27","","São Caetano","Flamengo"
"774","2004-08-29","27","","Palmeiras","Corinthians"
"775","2004-08-29","27","","Vasco da Gama","Fluminense"
"776","2004-08-29","27","","Coritiba FC","Atlético-PR"
"777","2004-08-29","27","","Figueirense FC","EC Vitória"
"778","2004-08-29","27","","Ponte Preta","Atlético-MG"
"779","2004-08-29","27","","Cruzeiro","Santos FC"
"780","2004-09-02","28","","Fluminense","Internacional"
"781","2004-09-02","28","","São Paulo","Coritiba FC"
"782","2004-09-02","28","","Cruzeiro","Paraná"
"783","2004-09-02","28","","Figueirense FC","Goiás EC"
"784","2004-09-02","28","","Criciúma EC","São Caetano"
"785","2004-09-02","28","","Corinthians","Atlético-MG"
"786","2004-09-02","28","","Ponte Preta","Palmeiras"
"787","2004-09-02","28","","Juventude","Santos FC"
"788","2004-09-03","28","","Flamengo","EC Vitória"
"789","2004-09-03","28","","Atlético-PR","Guarani"
"790","2004-09-03","28","","Paysandu SC","Botafogo"
"791","2004-09-03","28","","Grêmio","Vasco da Gama"
"792","2004-09-07","29","","Vasco da Gama","Paysandu SC"
"793","2004-09-07","29","","Palmeiras","Cruzeiro"
"794","2004-09-09","29","","Paraná","São Paulo"
"795","2004-09-09","29","","Atlético-MG","Juventude"
"796","2004-09-09","29","","Goiás EC","Criciúma EC"
"797","2004-09-09","29","","São Caetano","Figueirense FC"
"798","2004-09-09","29","","Santos FC","Atlético-PR"
"799","2004-09-09","29","","Internacional","Flamengo"
"800","2004-09-09","29","","Guarani","Corinthians"
"801","2004-09-10","29","","EC Vitória","Fluminense"
"802","2004-09-10","29","","Botafogo","Grêmio"
"803","2004-09-10","29","","Coritiba FC","Ponte Preta"
"804","2004-09-11","30","","São Paulo","Cruzeiro"
"805","2004-09-11","30","","Vasco da Gama","São Caetano"
"806","2004-09-11","30","","Guarani","Juventude"
"807","2004-09-11","30","","Goiás EC","Internacional"
"808","2004-09-12","30","","Fluminense","Flamengo"
"809","2004-09-12","30","","Palmeiras","Santos FC"
"810","2004-09-12","30","","Figueirense FC","Botafogo"
"811","2004-09-12","30","","Atlético-PR","Corinthians"
"812","2004-09-12","30","","Ponte Preta","Paraná"
"813","2004-09-12","30","","EC Vitória","Criciúma EC"
"814","2004-09-12","30","","Grêmio","Paysandu SC"
"815","2004-09-12","30","","Atlético-MG","Coritiba FC"
"816","2004-09-18","31","","São Caetano","Grêmio"
"817","2004-09-18","31","","Paraná","Guarani"
"818","2004-09-18","31","","Santos FC","Atlético-MG"
"819","2004-09-18","31","","Criciúma EC","Fluminense"
"820","2004-09-19","31","","Flamengo","Goiás EC"
"821","2004-09-19","31","","Corinthians","São Paulo"
"822","2004-09-19","31","","Internacional","EC Vitória"
"823","2004-09-19","31","","Botafogo","Vasco da Gama"
"824","2004-09-19","31","","Juventude","Ponte Preta"
"825","2004-09-19","31","","Paysandu SC","Figueirense FC"
"826","2004-09-19","31","","Cruzeiro","Atlético-PR"
"827","2004-09-19","31","","Coritiba FC","Palmeiras"
"828","2004-09-25","32","","Figueirense FC","Ponte Preta"
"829","2004-09-25","32","","Paysandu SC","Cruzeiro"
"830","2004-09-25","32","","Atlético-MG","Internacional"
"831","2004-09-25","32","","São Caetano","Coritiba FC"
"832","2004-09-25","32","","Guarani","Fluminense"
"833","2004-09-25","32","","Grêmio","São Paulo"
"834","2004-09-26","32","","Vasco da Gama","Palmeiras"
"835","2004-09-26","32","","Atlético-PR","Flamengo"
"836","2004-09-26","32","","Corinthians","Goiás EC"
"837","2004-09-26","32","","Juventude","Criciúma EC"
"838","2004-09-26","32","","Botafogo","Paraná"
"839","2004-09-26","32","","Santos FC","EC Vitória"
"840","2004-09-29","33","","São Paulo","Paysandu SC"
"841","2004-09-29","33","","Coritiba FC","Grêmio"
"842","2004-09-29","33","","Fluminense","Atlético-MG"
"843","2004-09-29","33","","Cruzeiro","Figueirense FC"
"844","2004-09-30","33","","Palmeiras","São Caetano"
"845","2004-09-30","33","","Paraná","Vasco da Gama"
"846","2004-09-30","33","","Criciúma EC","Guarani"
"847","2004-09-30","33","","EC Vitória","Atlético-PR"
"848","2004-09-30","33","","Goiás EC","Juventude"
